Track,Album_Name,Artist,Release_Date,All_Time_Spotify_Rank,Track_Score,Spotify_Streams,Spotify_Popularity,YouTube_Views,YouTube_Likes,Explicit_Track_Ratings,Shazam_Counts
Terre Pyaar Mein,Terre Pyaar Mein,Himesh Reshammiya,8/20/2021,"3,997",21.3,"7,762,464",40.0,"504,812,090","3,667,632",0,"113,112"
Colors,Colors,Black Pumas,4/16/2019,"4,014",21.3,"215,492,373",67.0,"291,742,629","2,585,653",0,"2,951,859"
What's My Name?,Loud (Japan Version),Rihanna,1/1/2010,"4,011",21.3,"520,418,822",69.0,"1,049,777,851","3,714,062",0,"3,970,903"
Flowers,Flowers,Lauren Spencer Smith,4/14/2022,"4,000",21.3,"260,183,209",65.0,"64,169,463","486,007",1,"626,257"
Nikle Currant,Nikle Currant,Jassie Gill,10/12/2018,"4,047",21.2,"38,630,486",52.0,"929,048,943","4,745,876",0,"151,419"
Stir Fry,Stir Fry,Migos,12/20/2017,"4,033",21.2,"680,431,508",68.0,"179,781,280","1,878,811",1,"2,298,173"
"Bitch, Donï¿½ï¿½ï¿½t Kill M","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,"4,037",21.2,"721,771,477",67.0,"459,189,834","3,603,381",1,"2,085,087"
DOLLAZ ON MY HEAD (feat. Young Thug),WUNNA,Gunna,5/22/2020,"4,035",21.2,"390,498,074",64.0,"85,842,981","807,191",1,"835,203"
Pollito Amarillito,"Gallina Pintadita, Vol. 1",Gallina Pintadita,9/4/2015,"4,045",21.2,"36,465,157",58.0,"1,542,745,105","2,793,743",0,"23,609"
7 Summers,7 Summers,Morgan Wallen,8/14/2020,"4,038",21.2,"433,429,705",73.0,"108,280,492","418,212",0,"667,963"
Wrong,Wrong,Luh Kel,4/5/2019,"4,052",21.2,"279,660,513",60.0,"273,044,816","3,691,413",0,"759,049"
You're Somebody Else,Nothing Lasts Forever (And It's Fine),flora cash,4/21/2017,"4,025",21.2,"473,059,298",62.0,"302,782,709","3,261,634",0,"4,844,008"
River,Endless Summer Vacation,Miley Cyrus,3/10/2023,"4,032",21.2,"132,653,623",59.0,"51,695,313","709,774",0,"434,881"
Extssy Model,Mi Vida En Un Cigarro 2,Junior H,2/11/2022,"4,046",21.2,"293,017,219",74.0,"220,479,914","1,074,637",0,"653,919"
Formula,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,"4,034",21.2,"836,491,531",79.0,"95,215,206","1,310,860",0,"1,759,253"
Suzume,ýýýýýýýýý,RADWIMPS,9/30/2022,"4,036",21.2,"151,179,942",63.0,"71,184,530","866,717",0,"2,567,736"
Nada,Error 93,Cazzu,6/3/2019,"4,053",21.2,"204,337,911",65.0,"640,084,081","3,105,166",1,"1,005,751"
Ashes,Ashes,Stellar,5/3/2020,"4,027",21.2,"286,057,865",67.0,"182,898,963","2,201,213",1,"1,148,477"
Copa Vacï¿½,Copa Vacï¿½ï¿½a - Si,Shakira,6/29/2023,"4,040",21.2,"147,537,573",63.0,"13,918,496","120,215",0,"477,464"
Heyy,Heyy,Lil Baby,10/10/2022,"4,039",21.2,"66,617,153",51.0,"29,347,420","343,023",1,"393,975"
Que Va,Que Va,Alex Sensation,8/4/2017,"4,029",21.2,"398,779,586",59.0,"784,193,659","2,659,427",0,"2,086,078"
Rampampam,Rampampam,Minelli,3/18/2021,"4,041",21.2,"123,191,456",57.0,"152,552,030","910,614",0,"5,687,186"
WA DA DA,FIRST IMPACT,Kep1er,1/3/2022,"4,043",21.2,"172,657,413",54.0,"272,201,730","4,399,092",0,"445,034"
Seven Nation Army,Elephant,The White Stripes,1/1/2003,"4,030",21.2,"1,657,866,786",81.0,"339,571,990","4,052,894",0,"10,108,433"
AHHH HA,AHHH HA,Lil Durk,2/22/2022,"4,024",21.2,"104,411,097",54.0,"128,163,786","1,321,268",1,"382,012"
Do It Like That,Do It Like That,TOMORROW X TOGETHER,7/7/2023,"4,031",21.2,"102,643,968",59.0,"64,931,319","1,474,575",0,"288,636"
Enjoy Enjaami,Enjoy Enjaami,Dhee,3/5/2021,"4,054",21.2,"44,231,951",50.0,"549,781,386","5,379,716",0,"137,205"
Bezos I,Inside (The Songs),Bo Burnham,6/10/2021,"4,050",21.2,"225,256,279",60.0,"76,742,047","1,632,194",1,"1,502,927"
Where Have You Been,Talk That Talk (Explicit),Rihanna,1/1/2011,"4,028",21.2,"699,439,249",69.0,"821,028,883","4,207,574",0,"7,929,856"
Pelle Coat,Pelle Coat,Lil Durk,5/25/2023,"4,055",21.2,"25,898,720",50.0,"21,808,363","173,005",1,"317,600"
22,22,JayO,2/22/2023,"4,079",21.1,"87,001,628",62.0,"20,680,259","263,409",1,"845,534"
No Love,Still Over It,Summer Walker,11/5/2021,"4,063",21.1,"265,040,914",69.0,"103,282,847","1,061,969",1,"986,619"
Piensan,Piensan,Myke Towers,9/13/2019,"4,059",21.1,"387,094,388",70.0,"439,612,099","2,226,916",1,"631,168"
Feels Like Summer,Summer Pack,Childish Gambino,7/11/2018,"4,071",21.1,"315,997,441",65.0,"392,128,653","3,960,133",0,"1,622,468"
Fly Away,Fly Away,Tones And I,11/13/2020,"4,076",21.1,"419,557,907",64.0,"60,022,490","600,320",0,"1,881,817"
Little Do You Know,Little Do You Know,Alex & Sierra,1/1/2014,"4,077",21.1,"732,651,478",65.0,"511,428,536","5,924,267",0,"1,350,264"
Travesuras,Travesuras,Nicky Jam,1/27/2014,"4,078",21.1,"308,811,426",61.0,"1,182,676,666","3,048,769",0,"4,690,577"
Mayor Que Usted,Mayor Que Usted - Single,NATTI NATASHA,6/17/2022,"4,068",21.1,"120,404,381",54.0,"217,520,607","1,240,522",0,"446,475"
Tï¿½ï¿½moignage (L,Tï¿½ï¿½moignage (Live) - Si,Eunice Manyanga,11/28/2022,"4,067",21.1,"740,008",34.0,"22,163,251","83,415",0,"106,673"
FARDOS,FARDOS,JC Reyes,2/16/2024,"4,072",21.1,"52,585,215",71.0,"17,820,860","131,403",0,"175,168"
Martini,Martini,Dei V,4/25/2024,"4,073",21.1,"19,104,053",72.0,"7,306,812","69,075",1,"65,699"
LOT OF ME,We Love You Tecca 2,Lil Tecca,8/27/2021,"4,069",21.1,"318,061,543",73.0,"44,097,619","664,394",0,"284,740"
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),Yaar Ka Sataya Hua Hai,B Praak,7/3/2023,"4,060",21.1,"45,306,335",54.0,"147,259,041","1,596,909",0,"88,781"
King's Dead (with Kendrick Lamar & Future),King''s Dead (with Kendrick Lamar & Future),Jay Rock,1/12/2018,"4,081",21.1,"597,167,984",65.0,"229,946,161","2,833,259",1,"2,571,189"
Aashiq Awaara (feat. Sunidhi Chauhan),ONE (Original Never Ends),Badshah,8/17/2018,"4,056",21.1,"2,574,126",27.0,"1,033,803,791","4,709,012",0,"17,003"
BABY SAID,RUSH!,Mï¿½ï¿½ne,1/20/2023,"4,057",21.1,"166,942,258",71.0,"23,143,608","205,874",0,"1,172,656"
Gangstas,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,"4,065",21.1,"234,889,039",62.0,"121,584,355","1,028,988",1,"754,490"
Too Good,Views,Drake,4/29/2016,"4,074",21.1,"1,052,473,730",68.0,"10,990,620","127,032",1,"4,577,263"
Alone,Alone,Rod Wave,8/9/2022,"4,098",21.0,"64,562,541",55.0,"63,051,891","588,504",1,"262,393"
One Up,One Up,Central Cee,10/13/2022,"4,101",21.0,"130,784,398",62.0,"36,578,844","497,282",0,"222,376"
idfc,Idfc,blackbear,10/26/2014,"4,117",21.0,"703,008,289",65.0,"676,519,290","8,302,787",1,"7,920,489"
Only Girl (In The World),Loud (Japan Version),Rihanna,1/1/2010,"4,090",21.0,"1,085,436,198",78.0,"162,454,294","1,193,141",0,"6,724,803"
OTW,OTW,Khalid,4/20/2018,"4,087",21.0,"623,201,391",63.0,"221,457,313","1,349,006",1,"2,434,197"
Who Needs Love,Who Needs Love,Trippie Redd,11/19/2019,"4,107",21.0,"238,027,193",4.0,"79,782,493","1,147,086",1,"340,905"
Hit Different,Hit Different,SZA,9/4/2020,"4,097",21.0,"254,979,267",63.0,"234,785,367","2,333,652",1,"961,364"
Rubicon Drill,Forever - EP,Laddi Chahal,11/16/2022,"4,082",21.0,"152,564,352",65.0,"179,053,648","1,433,419",0,"170,858"
Un Cigarrillo,Un Cigarrillo,Chencho Corleone,5/4/2023,"4,109",21.0,"113,402,349",66.0,"69,436,829","416,921",0,"471,584"
Birthday Sex,Jeremih (Edited Version),Jeremih,1/1/2009,"4,099",21.0,"481,414,844",65.0,"324,947,792","2,954,295",0,"3,371,435"
Paradise,Paradise,Sophie and the Giants,6/16/2023,"4,112",21.0,"31,823,450",60.0,"3,419,656","26,067",0,"957,656"
Los Patitos,Grandes Clï¿½ï¿½sicos Infantiles (Vol,El Reino Infantil,4/20/2010,"4,086",21.0,"3,415,634",34.0,"2,160,514,390","2,891,961",0,109
Te Ire A Buscar,Te Ire a Buscar,Santa Fe Klan,6/18/2019,"4,106",21.0,"305,231,016",66.0,"647,042,101","3,851,962",0,"667,427"
DORA,DORA - Single,FARIANA,3/14/2024,"4,100",21.0,"11,328,011",64.0,"30,326,697","282,371",1,"186,737"
Spicy Margarita,Spicy Margarita,Jason Derulo,1/25/2024,"4,118",21.0,"37,640,497",4.0,"8,782,557","173,663",0,"461,736"
Cry,Cry,Cigarettes After Sex,10/25/2019,"4,105",21.0,"499,764,238",78.0,"100,443,510","1,071,510",0,"1,822,950"
Energy,Energy,Digga D,3/9/2023,"4,113",21.0,"43,078,993",52.0,"10,699,230","123,634",1,"128,246"
ýýýýýýýýýýýý,ýýýýýýýýýýýý,Omoinotake,1/24/2024,"4,114",21.0,"46,082,088",72.0,"45,934,211","265,825",0,"290,079"
Polaroid Love,DIMENSION : ANSWER,ENHYPEN,1/10/2022,"4,102",21.0,"283,455,095",68.0,"153,119,745","2,763,024",0,"401,676"
What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,1/17/2020,"4,104",21.0,"505,295,731",64.0,"151,335,556","1,772,300",0,"2,572,578"
Do It Again,Do It Again,Pia Mia,5/4/2015,"4,094",21.0,"520,407,542",66.0,"648,838,091","2,919,414",1,"233,549"
Lemon,Lemon,Kenshi Yonezu,3/14/2018,"4,108",21.0,"194,955,459",63.0,"918,297,076","3,387,075",0,"608,684"
How To Love,Tha Carter IV (Deluxe),Lil Wayne,1/1/2011,"4,130",20.9,"302,419,750",61.0,"369,321,004","2,498,223",0,"2,070,955"
SNEAKERS,CHECKMATE,ITZY,7/15/2022,"4,128",20.9,"95,952,617",56.0,"259,567,120","4,792,675",0,"203,035"
FLECHAZO EN EL CENTRO,TU DUO FAVORITO,YSY A,9/6/2023,"4,142",20.9,"116,625,807",72.0,"53,669,961","300,699",0,"57,601"
LET THE WORLD BURN,LET THE WORLD BURN,Chris Grey,3/8/2024,"4,136",20.9,"35,384,383",74.0,"9,732,061","192,816",1,"91,407"
Solar Eclipse,Solar Eclipse,YoungBoy Never Broke Again,1/11/2018,"4,134",20.9,"99,037,719",55.0,"183,585,531","1,079,875",1,"470,384"
ASAP,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,"4,133",20.9,"112,730,335",67.0,"60,693,447","1,433,258",0,"118,065"
No Switch,Colors (Deluxe),YoungBoy Never Broke Again,1/21/2022,"4,119",20.9,"53,849,840",60.0,"60,416,082","619,963",1,"354,115"
Heatin Up (feat. Gunna),My Turn,Lil Baby,2/28/2020,"4,122",20.9,"198,573,138",61.0,"63,795,996","496,579",1,"451,842"
Never Sleep (feat. Lil Baby),Never Sleep,NAV,7/29/2022,"4,123",20.9,"130,902,100",56.0,"24,521,973","347,778",1,"555,191"
Iï¿½ï¿½ï¿½m Ju,Barbie The Album,Ryan Gosling,7/21/2023,"4,124",20.9,"126,219,979",60.0,"28,725,678","608,921",0,"363,187"
Sugardaddy,Sugardaddy - Single,Roxy Dekker,4/4/2024,"4,141",20.9,"33,677,357",73.0,"2,034,940","16,504",0,"34,753"
In Your Eyes (feat. Alida),In Your Eyes (feat. Alida),Robin Schulz,1/10/2020,"4,126",20.9,"335,496,248",56.0,"152,789,030","979,615",0,"5,004,409"
ROLLIN N CONTROLLIN FREESTYLE,Woo Shit,DUSTY LOCANE,8/6/2020,"4,137",20.9,"153,213,678",53.0,"66,414,830","840,510",1,"642,918"
Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,8/14/2020,"4,168",20.8,"271,235,105",60.0,"89,752,088","1,466,031",0,"676,098"
Back It up and Dump It (Dump Truck),Back It Up and Dump It (Dump Truck),GC Eternal,7/9/2013,"4,169",20.8,"10,019,831",55.0,"2,990,740","46,453",0,"66,875"
"Salamin, Salamin",Talaarawan - EP,BINI,3/8/2024,"4,156",20.8,"58,823,260",78.0,"30,355,534","290,040",0,"13,910"
Skyfall - Full Length,Skyfall,Adele,10/4/2012,"4,159",20.8,"694,094,195",78.0,"619,905,722","4,186,117",0,"8,333,219"
Beautiful Girls,Groove So Much !,Sean Kingston,4/3/1998,"4,155",20.8,"178,339,925",72.0,"1,499,385,808","12,220,360",0,"4,403,782"
Saawariya,Saawariya,Aastha Gill,10/8/2021,"4,153",20.8,"28,805,237",45.0,"153,101,388","1,717,781",0,"105,909"
Mon amour,Mon amour,Slimane,11/8/2023,"4,157",20.8,"53,969,524",63.0,"33,219,103","317,942",0,"470,221"
ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,1/20/2021,"4,151",20.8,"21,970,517",45.0,"455,300,901","1,789,364",0,"2,938,941"
Rainfall,Rainfall,Tom Santa,2/18/2022,"4,167",20.8,"164,856,432",70.0,"13,263,610","131,789",0,"473,453"
Por el Resto de Tu Vida,Por el Resto de Tu Vida,Christian Nodal,1/27/2023,"4,150",20.8,"199,953,495",70.0,"107,763,494","557,859",0,"464,296"
Earth,Earth,Lil Dicky,4/18/2019,"4,152",20.8,"211,158,013",54.0,"522,628,926","13,614,101",1,"1,007,773"
23 Preguntas,23 Preguntas - Single,Anuel AA,8/23/2021,"4,158",20.8,"154,250,706",66.0,"284,578,688","1,844,499",1,"435,928"
Mi Gata,Mi Gata - Single,Standly,11/11/2021,"4,154",20.8,"141,747,648",57.0,"66,264,480","524,414",0,"2,195,940"
Chillax,Visionary,Farruko,10/23/2015,"4,148",20.8,"366,268,077",63.0,"1,013,772,791","3,053,038",0,"2,925,079"
ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,11/23/2023,"4,161",20.8,"64,143,264",68.0,"47,157,935","211,960",0,"52,060"
Bilmem Mi?,Bilmem Mi?,Sefo,7/9/2021,"4,144",20.8,"146,709,792",41.0,"321,931,791","1,362,201",0,"854,741"
Tattoo - Remix with Camilo,Tattoo (Remix),Rauw Alejandro,7/9/2020,"4,160",20.8,"623,875,921",66.0,"22,048,904","303,027",0,"1,587,660"
Ready For Love,BORN PINK,BLACKPINK,9/16/2022,"4,163",20.8,"115,237,552",55.0,"243,509,528","5,870,222",0,"270,240"
Tombstone,Tombstone,Rod Wave,3/24/2021,"4,164",20.8,"137,924,605",62.0,"192,748,584","1,699,888",1,"748,828"
From the Start,From the Start,Good Kid,11/10/2023,"4,143",20.8,"55,080,421",71.0,"23,281,919","434,199",0,"124,612"
Pyramide,Pyramide,Werenoi,2/15/2024,"4,166",20.8,"38,079,739",66.0,"19,594,813","135,889",1,"336,585"
ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,5/19/2021,"4,149",20.8,"25,149,668",48.0,"406,717,108","1,567,948",0,"2,098,943"
Sobran Motivos,Sobran Motivos - Single,Conjunto Rienda Real,2/10/2023,"4,171",20.7,"145,707,423",67.0,"100,716,156","595,346",0,"566,844"
Million Reasons,Million Reasons,Lady Gaga,10/6/2016,"4,175",20.7,"825,465,124",69.0,"567,425,578","4,410,512",0,"4,351,780"
Can't Have Mine,Can't Have Mine - Single,Dylan Scott,2/18/2022,"4,170",20.7,"98,538,888",60.0,"16,119,088","140,631",0,"532,133"
supï¿½ï,supï¿½ï,ýýýýýýýýýý,8/11/2023,"4,188",20.7,"63,642,484",65.0,"15,786,520","508,672",0,"400,490"
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,11/19/2021,"4,186",20.7,"186,607,065",62.0,"278,576,205","1,476,391",0,"142,768"
Yankee 150,Yankee 150 - Single,Yandel,6/16/2023,"4,189",20.7,"126,879,048",63.0,"26,943,448","151,763",1,"199,309"
Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,10/19/2018,"4,176",20.7,"296,469,547",62.0,"39,687,605","346,501",1,"340,817"
The One That Got Away,Teenage Dream,Katy Perry,1/1/2010,"4,172",20.7,"921,351,898",67.0,"1,126,799,119","5,603,400",0,"4,674,619"
La Romana,X 100PRE,Bad Bunny,12/23/2018,"4,191",20.7,"410,897,040",68.0,"428,412,819","3,256,737",1,"2,764,964"
Fine Day Anthem,Fine Day Anthem,Skrillex,7/7/2023,"4,190",20.7,"50,471,076",65.0,"6,874,694","138,715",0,"437,498"
Big Jet Plane,Big Jet Plane,Restricted,12/9/2022,"4,185",20.7,"104,493,081",64.0,"4,214,887","50,258",1,"722,782"
The American Dream Is Killing Me,The American Dream Is Killing Me,Green Day,10/24/2023,"4,181",20.7,"15,336,055",1.0,"3,725,312","104,259",1,"181,059"
Fuga Pa Cali 2,La Clase,Grupo Los de la O,11/12/2021,"4,182",20.7,"274,559,147",66.0,"225,016,104","1,056,037",1,"592,764"
Pano,Pano,Zack Tabudlo,12/6/2021,"4,173",20.7,"261,275,106",64.0,"212,525,130","1,350,970",0,"237,547"
Cruise,Here's To The Good Times,Florida Georgia Line,1/1/2012,"4,210",20.6,"455,780,340",67.0,"2,801,769","34,063",0,"2,690,275"
Blood Sweat & Tears,You Never Walk Alone,BTS,2/13/2017,"4,201",20.6,"563,366,391",43.0,"1,138,081,643","19,259,795",0,"1,045,304"
All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,10/16/2020,"4,215",20.6,"267,459,903",53.0,"67,857,878","594,378",1,"2,831,037"
Sinceramente,E POI SIAMO FINITI NEL VORTICE,Annalisa,9/29/2023,"4,204",20.6,"67,967,157",62.0,"64,206,693","380,795",0,"501,689"
DOLA,DOLA - Single,ANGGA DERMAWAN,5/21/2024,"4,212",20.6,"4,906,976",62.0,"11,083,107","171,439",0,"20,420"
Lie,Perception,NF,10/6/2017,"4,195",20.6,"582,549,538",69.0,"231,140,951","2,179,847",0,"2,288,366"
Love Shot,LOVE SHOTï¿½ï¿½ï¿½ The 5th Album Rep,EXO,12/13/2018,"4,207",20.6,"358,620,184",65.0,"710,463,080","9,902,612",0,"623,684"
Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,11/18/2022,"4,214",20.6,"92,424,493",58.0,"9,282,240","161,536",1,"314,486"
Experimento,Experimento - Single,Myke Towers,9/23/2021,"4,216",20.6,"228,003,109",63.0,"106,513,804","755,609",0,"910,638"
Only,Only,Nicki Minaj,10/28/2014,"4,217",20.6,"557,775,679",60.0,"174,422,564","1,250,134",1,"4,162,674"
Ginseng Strip 2002,Lavender - Single,Yung Lean,1/1/2013,"4,202",20.6,"276,992,369",64.0,"126,116,178","2,585,938",1,"3,822,373"
Sun to Me,American Heartbreak,Zach Bryan,5/20/2022,"4,209",20.6,"307,125,680",78.0,"23,958,351","115,841",0,"170,053"
Hours In Silence,Her Loss,Drake,11/4/2022,"4,218",20.6,"147,688,885",65.0,"27,720,116","202,844",1,"541,833"
ID,ID - Single,Young Miko,6/2/2023,"4,197",20.6,"118,689,822",61.0,"45,565,540","435,913",1,"227,408"
In My Head,In My Head,Juice WRLD,10/28/2022,"4,194",20.6,"136,878,823",62.0,"46,128,261","705,084",1,"164,132"
Baller,Baller,Shubh,9/9/2022,"4,211",20.6,"261,975,922",66.0,"134,202,748","1,512,168",0,"240,426"
Remember That Night?,Remember That Night?,Sara Kays,11/6/2020,"4,200",20.6,"363,510,259",68.0,"45,636,634","615,650",0,"663,298"
Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,"4,208",20.6,"88,524,099",63.0,"25,881,919","309,105",0,"828,611"
Tigini (Remix),Tigini (Remix) - Single,Kikimoteleba,5/20/2022,"4,199",20.6,"97,902,676",58.0,"201,368,546","3,657,987",0,"401,243"
Sobredosis (feat. Ozuna),Golden,Romeo Santos,7/21/2017,"4,220",20.6,"433,074,753",69.0,"733,383,572","3,063,277",0,"2,169,286"
Bound 2,Yeezus,Kanye West,1/1/2013,"4,239",20.5,"948,562,412",76.0,"179,763,989","1,952,137",1,"2,295,441"
Proteï¿½ï¿½ï¿½ï¿½o,EP Meu Sonho - Pt. 2,Tarcï¿½ï¿½sio do Acor,7/2/2021,"4,232",20.5,"102,703,448",58.0,"390,456,652","2,179,957",0,"89,564"
Piï¿½ï¿½o de Vida L,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,4/27/2023,"4,244",20.5,"36,593,527",55.0,"94,498,808","630,206",0,"334,171"
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,12/2/2022,"4,223",20.5,"56,645,454",67.0,"9,185,128","133,475",0,"306,300"
Night Away (Dance) (feat. Tion Wayne),Night Away (Dance) (feat. Tion Wayne),A1 x J1,3/3/2022,"4,253",20.5,"148,855,365",57.0,"21,320,423","302,697",1,"719,356"
Empire State Of Mind,The Blueprint 3,JAY-Z,9/8/2009,"4,231",20.5,"1,021,647,566",77.0,"608,425,147","4,576,133",1,"13,107,981"
Bubalu,Bubalu,Becky G,11/6/2018,"4,236",20.5,"392,308,500",64.0,"559,183,696","3,199,782",0,"1,212,362"
ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,11/5/2021,"4,247",20.5,"200,895,335",63.0,"35,120,030","692,065",1,"330,838"
TiK ToK,TiK ToK,Kesha,8/7/2009,"4,226",20.5,"1,204,914,998",80.0,"206,057,670","1,772,119",0,"7,150,174"
"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",Ricky Desktop,8/21/2020,"4,228",20.5,"34,096,694",46.0,"2,821,703","78,992",0,"791,308"
Feel This Moment,Greatest Hits,Pitbull,1/1/2009,"4,243",20.5,"687,212,492",74.0,"830,074,389","3,735,861",0,"10,452,280"
Ocean Drive,Ocean Drive,Duke Dumont,7/31/2015,"4,246",20.5,"624,262,344",68.0,"139,990,813","953,527",0,"13,112,923"
Love Story,Love Story,Disco Lines,9/22/2020,"4,224",20.5,"18,566,967",40.0,"1,349,513","12,007",0,"86,559"
Feel Special,Feel Special,TWICE,9/23/2019,"4,251",20.5,"361,382,812",64.0,"607,728,749","5,763,424",0,"392,812"
Goin Baby,Baby On Baby,DaBaby,3/1/2019,"4,248",20.5,"225,260,644",53.0,"75,234,764","918,947",1,"357,955"
Stay With Me,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,7/15/2022,"4,242",20.5,"142,927,322",56.0,"11,242,174","91,853",0,"1,773,915"
Famous Friends,Famous Friends,Chris Young,11/20/2020,"4,235",20.5,"177,734,775",60.0,"37,838,695","220,814",0,"651,327"
To the Bone,Flying Solo,Pamungkas,6/14/2019,"4,221",20.5,"442,614,126",72.0,"461,577,619","2,914,234",0,"403,782"
Turn Me On (feat. Vula),Turn Me On (feat. Vula),Riton,9/13/2019,"4,230",20.5,"399,276,193",64.0,"60,323,387","518,058",0,"5,471,296"
Come Through (feat. Chris Brown),Come Through (feat. Chris Brown),H.E.R.,4/23/2021,"4,238",20.5,"172,986,367",56.0,"103,030,772","1,128,489",1,"1,353,202"
Mi Niï¿½,Mi Niï¿½,Wisin,9/23/2020,"4,234",20.5,"400,985,699",60.0,"251,851,094","1,816,301",0,"985,993"
Pretty Girls,Pretty Girls,Frenna,3/14/2024,"4,252",20.5,"28,452,972",69.0,"3,402,827","17,861",0,"49,939"
In This Darkness,In This Darkness - Single,Clara La San,1/29/2023,"4,241",20.5,"138,987,928",5.0,"56,123,070","521,760",0,"952,142"
Mama (with Skilla Baby & Tay B),Mama (with Skilla Baby & Tay B),Rob49,8/4/2023,"4,240",20.5,"15,885,603",53.0,"9,303,252","103,569",1,"692,423"
ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýýýýý,4/28/2023,"4,222",20.5,"4,943,057",46.0,"127,116,431","446,428",0,"13,291"
Sundress,Sundress,A$AP Rocky,11/20/2018,"4,256",20.5,"595,930,584",80.0,"47,780,609","656,845",1,"903,716"
But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,5/5/2023,"4,255",20.5,"36,475,819",53.0,"1,589,418","14,475",0,"206,562"
No Friends In The Industry,Certified Lover Boy,Drake,9/3/2021,"4,267",20.4,"219,008,713",62.0,"45,087,615","436,734",1,"618,189"
Lahore Brand,Lahore Brand - Single,Mazhar Rahi,5/1/2022,"4,278",20.4,"49,081",14.0,"3,815,187","25,561",0,"8,894"
Clouded,Fuck The World,Brent Faiyaz,2/7/2020,"4,264",20.4,"556,176,640",75.0,"53,515,473","406,554",1,"478,489"
ýýýýýý,ýýýýýý - Single,YOASOBI,10/1/2022,"4,265",20.4,"140,194,014",58.0,"180,515,322","910,440",0,"196,568"
Day 'N' Nite (nightmare),Day 'N' Nite,Kid Cudi,1/1/2009,"4,277",20.4,"836,986,096",64.0,"348,950,018","2,261,189",1,"2,984,024"
El Gavilï¿½,El Gavilï¿½ï¿½n - Si,Luis R Conriquez,10/21/2022,"4,282",20.4,"350,440,369",72.0,"92,967,556","709,386",0,"264,907"
Shootout,Shootout,Izzamuzzic,6/29/2022,"4,276",20.4,"130,356,067",63.0,"47,933,349","701,867",0,"2,634,134"
La kiffance,La kiffance,Naps,2/26/2021,"4,271",20.4,"224,163,089",60.0,"250,952,705","1,213,244",1,"1,206,078"
Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,5/13/2022,"4,281",20.4,"265,767,551",63.0,"154,689,466","1,539,974",0,"223,331"
Gimme Love,Gimme Love (Channel Tres Remix),Joji,4/10/2020,"4,262",20.4,"379,518,360",21.0,"127,485,188","2,075,278",0,"575,207"
Wet (She Got Thatï¿½ï,Wet,YFN Lucci,2/14/2020,"4,275",20.4,"93,229,994",44.0,"143,927,230","1,205,650",1,"602,271"
Body,Body,Russ Millions,3/25/2021,"4,272",20.4,"139,377,440",55.0,"121,680,881","2,182,395",1,"2,656,896"
VOID,VOID,Melanie Martinez,3/29/2023,"4,259",20.4,"121,386,649",56.0,"36,712,138","1,221,832",0,"232,347"
Mercury: Retrograde,Hexada,Ghostemane,9/5/2017,"4,279",20.4,"333,141,510",66.0,"598,853,994","8,509,686",1,"2,175,482"
Last Night Lonely,Last Night Lonely,Jon Pardi,2/17/2022,"4,269",20.4,"134,725,621",65.0,"22,650,713","114,566",0,"369,402"
breathin,Sweetener,Ariana Grande,8/17/2018,"4,258",20.4,"633,631,183",64.0,"445,027,001","5,513,277",1,"36,891"
Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),Gorillaz,6/22/2022,"4,263",20.4,"98,108,741",56.0,"67,381,975","1,403,327",0,"451,491"
Itï¿½ï¿½ï¿½s a beautif,Itï¿½ï¿½ï¿½s a beautif,Trinix,12/18/2022,"4,266",20.4,"49,155,460",57.0,"55,753,855","819,754",0,"1,377,954"
